file,line,type,commit,author,date,time,timezone,datetime,depth,length
index.js,21,js,af72928b,bdognieto,2026-04-25,20:44:18,-07:00,2026-04-25T20:44:18-07:00,1,0
index.js,22,js,af72928b,bdognieto,2026-04-25,20:44:18,-07:00,2026-04-25T20:44:18-07:00,0,0
index.html,1,html,0b33536b,bdognieto,2026-04-03,20:48:28,-07:00,2026-04-03T20:48:28-07:00,0,13
index.html,2,html,0b33536b,bdognieto,2026-04-03,20:48:28,-07:00,2026-04-03T20:48:28-07:00,0,14
index.html,3,html,0b33536b,bdognieto,2026-04-03,20:48:28,-07:00,2026-04-03T20:48:28-07:00,0,4
index.html,4,html,0b33536b,bdognieto,2026-04-03,20:48:28,-07:00,2026-04-03T20:48:28-07:00,2,20
index.html,5,html,0b33536b,bdognieto,2026-04-03,20:48:28,-07:00,2026-04-03T20:48:28-07:00,2,68
index.html,6,html,0b33536b,bdognieto,2026-04-03,20:48:28,-07:00,2026-04-03T20:48:28-07:00,2,55
index.html,7,html,b8c111dd,bdognieto,2026-04-03,21:23:07,-07:00,2026-04-03T21:23:07-07:00,2,38
index.html,8,html,0b33536b,bdognieto,2026-04-03,20:48:28,-07:00,2026-04-03T20:48:28-07:00,0,5
index.html,9,html,0b33536b,bdognieto,2026-04-03,20:48:28,-07:00,2026-04-03T20:48:28-07:00,0,4
index.html,10,html,d77b2320,bdognieto,2026-04-10,20:00:24,-07:00,2026-04-10T20:00:24-07:00,2,20
index.html,11,html,d77b2320,bdognieto,2026-04-10,20:00:24,-07:00,2026-04-10T20:00:24-07:00,2,165
index.html,12,html,d77b2320,bdognieto,2026-04-10,20:00:24,-07:00,2026-04-10T20:00:24-07:00,2,93
index.html,13,html,af72928b,bdognieto,2026-04-25,20:44:18,-07:00,2026-04-25T20:44:18-07:00,2,0
index.html,14,html,efb5b989,bdognieto,2026-04-25,18:56:23,-07:00,2026-04-25T18:56:23-07:00,2,22
index.html,15,html,efb5b989,bdognieto,2026-04-25,18:56:23,-07:00,2026-04-25T18:56:23-07:00,2,20
index.html,16,html,efb5b989,bdognieto,2026-04-25,18:56:23,-07:00,2026-04-25T18:56:23-07:00,2,35
index.html,17,html,efb5b989,bdognieto,2026-04-25,18:56:23,-07:00,2026-04-25T18:56:23-07:00,2,4
index.html,18,html,af72928b,bdognieto,2026-04-25,20:44:18,-07:00,2026-04-25T20:44:18-07:00,0,0
index.html,19,html,af72928b,bdognieto,2026-04-25,20:44:18,-07:00,2026-04-25T20:44:18-07:00,2,22
index.html,20,html,af72928b,bdognieto,2026-04-25,20:44:18,-07:00,2026-04-25T20:44:18-07:00,2,28
index.html,21,html,af72928b,bdognieto,2026-04-25,20:44:18,-07:00,2026-04-25T20:44:18-07:00,2,0
index.html,22,html,33cf3ce8,bdognieto,2026-04-17,18:23:40,-07:00,2026-04-17T18:23:40-07:00,2,45
index.html,23,html,efb5b989,bdognieto,2026-04-25,18:56:23,-07:00,2026-04-25T18:56:23-07:00,2,44
index.html,24,html,0b33536b,bdognieto,2026-04-03,20:48:28,-07:00,2026-04-03T20:48:28-07:00,0,5
index.html,25,html,0b33536b,bdognieto,2026-04-03,20:48:28,-07:00,2026-04-03T20:48:28-07:00,0,5
global.js,1,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,0,25
global.js,2,js,33cf3ce8,bdognieto,2026-04-17,18:23:40,-07:00,2026-04-17T18:23:40-07:00,0,0
global.js,3,js,33cf3ce8,bdognieto,2026-04-17,18:23:40,-07:00,2026-04-17T18:23:40-07:00,0,41
global.js,4,js,33cf3ce8,bdognieto,2026-04-17,18:23:40,-07:00,2026-04-17T18:23:40-07:00,1,52
global.js,5,js,33cf3ce8,bdognieto,2026-04-17,18:23:40,-07:00,2026-04-17T18:23:40-07:00,0,0
global.js,6,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,0,0
global.js,7,js,8ea9cd5e,bdognieto,2026-04-17,18:46:34,-07:00,2026-04-17T18:46:34-07:00,0,15
global.js,8,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,1,68
global.js,9,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,2,3
global.js,10,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,2,55
global.js,11,js,8ea9cd5e,bdognieto,2026-04-17,18:46:34,-07:00,2026-04-17T18:46:34-07:00,0,0
global.js,12,js,8ea9cd5e,bdognieto,2026-04-17,18:46:34,-07:00,2026-04-17T18:46:34-07:00,0,13
global.js,13,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,1,25
global.js,14,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,1,38
global.js,15,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,1,30
global.js,16,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,1,36
global.js,17,js,00000000,Not Committed Yet,2026-05-07,22:54:37,-07:00,2026-05-07T22:54:37-07:00,1,30
global.js,18,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,1,54
global.js,19,js,8ea9cd5e,bdognieto,2026-04-17,18:46:34,-07:00,2026-04-17T18:46:34-07:00,0,0
global.js,20,js,8ea9cd5e,bdognieto,2026-04-17,18:46:34,-07:00,2026-04-17T18:46:34-07:00,0,0
global.js,21,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,0,38
global.js,22,js,8ea9cd5e,bdognieto,2026-04-17,18:46:34,-07:00,2026-04-17T18:46:34-07:00,0,25
global.js,23,js,8ea9cd5e,bdognieto,2026-04-17,18:46:34,-07:00,2026-04-17T18:46:34-07:00,0,0
global.js,24,js,8ea9cd5e,bdognieto,2026-04-17,18:46:34,-07:00,2026-04-17T18:46:34-07:00,0,20
global.js,25,js,8ea9cd5e,bdognieto,2026-04-17,18:46:34,-07:00,2026-04-17T18:46:34-07:00,1,14
global.js,26,js,8ea9cd5e,bdognieto,2026-04-17,18:46:34,-07:00,2026-04-17T18:46:34-07:00,1,18
global.js,27,js,8ea9cd5e,bdognieto,2026-04-17,18:46:34,-07:00,2026-04-17T18:46:34-07:00,0,0
global.js,28,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,1,52
global.js,29,js,8ea9cd5e,bdognieto,2026-04-17,18:46:34,-07:00,2026-04-17T18:46:34-07:00,0,0
global.js,30,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,1,34
global.js,31,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,1,11
global.js,32,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,1,20
global.js,33,js,7340d15c,bdognieto,2026-04-17,18:37:25,-07:00,2026-04-17T18:37:25-07:00,0,0
global.js,34,js,8ea9cd5e,bdognieto,2026-04-17,18:46:34,-07:00,2026-04-17T18:46:34-07:00,1,65
global.js,35,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,2,25
global.js,36,js,8ea9cd5e,bdognieto,2026-04-17,18:46:34,-07:00,2026-04-17T18:46:34-07:00,1,0
global.js,37,js,7340d15c,bdognieto,2026-04-17,18:37:25,-07:00,2026-04-17T18:37:25-07:00,0,0
global.js,38,js,8ea9cd5e,bdognieto,2026-04-17,18:46:34,-07:00,2026-04-17T18:46:34-07:00,1,29
global.js,39,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,2,18
global.js,40,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,2,28
global.js,41,js,8ea9cd5e,bdognieto,2026-04-17,18:46:34,-07:00,2026-04-17T18:46:34-07:00,1,0
global.js,42,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,0,0
global.js,43,js,8acb8f03,bdognieto,2026-04-17,19:14:39,-07:00,2026-04-17T19:14:39-07:00,1,12
global.js,44,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,0,0
global.js,45,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,0,0
global.js,46,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,0,31
global.js,47,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,1,11
global.js,48,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,1,0
global.js,49,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,1,26
global.js,50,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,2,4
global.js,51,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,2,6
global.js,52,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,3,43
global.js,53,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,3,34
global.js,54,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,3,32
global.js,55,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,2,7
global.js,56,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,1,6
global.js,57,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,1,0
global.js,58,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,0,0
global.js,59,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,0,0
global.js,60,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,0,58
global.js,61,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,0,0
global.js,62,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,0,49
global.js,63,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,1,31
global.js,64,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,1,64
global.js,65,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,1,31
global.js,66,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,0,1
global.js,67,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,0,0
global.js,68,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,0,34
global.js,69,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,1,37
global.js,70,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,1,64
global.js,71,js,7f989253,bdognieto,2026-04-17,19:23:47,-07:00,2026-04-17T19:23:47-07:00,1,19
global.js,72,js,03ef60cc,bdognieto,2026-04-17,19:38:07,-07:00,2026-04-17T19:38:07-07:00,0,0
global.js,73,js,03ef60cc,bdognieto,2026-04-17,19:38:07,-07:00,2026-04-17T19:38:07-07:00,0,0
global.js,74,js,03ef60cc,bdognieto,2026-04-17,19:38:07,-07:00,2026-04-17T19:38:07-07:00,0,40
global.js,75,js,03ef60cc,bdognieto,2026-04-17,19:38:07,-07:00,2026-04-17T19:38:07-07:00,0,0
global.js,76,js,03ef60cc,bdognieto,2026-04-17,19:38:07,-07:00,2026-04-17T19:38:07-07:00,0,49
global.js,77,js,8bc96d9e,bdognieto,2026-04-17,19:51:02,-07:00,2026-04-17T19:51:02-07:00,1,21
global.js,78,js,03ef60cc,bdognieto,2026-04-17,19:38:07,-07:00,2026-04-17T19:38:07-07:00,0,0
global.js,79,js,03ef60cc,bdognieto,2026-04-17,19:38:07,-07:00,2026-04-17T19:38:07-07:00,1,28
global.js,80,js,03ef60cc,bdognieto,2026-04-17,19:38:07,-07:00,2026-04-17T19:38:07-07:00,1,26
global.js,81,js,03ef60cc,bdognieto,2026-04-17,19:38:07,-07:00,2026-04-17T19:38:07-07:00,1,14
global.js,82,js,03ef60cc,bdognieto,2026-04-17,19:38:07,-07:00,2026-04-17T19:38:07-07:00,0,0
global.js,83,js,03ef60cc,bdognieto,2026-04-17,19:38:07,-07:00,2026-04-17T19:38:07-07:00,1,31
global.js,84,js,8bc96d9e,bdognieto,2026-04-17,19:51:02,-07:00,2026-04-17T19:51:02-07:00,2,50
global.js,85,js,03ef60cc,bdognieto,2026-04-17,19:38:07,-07:00,2026-04-17T19:38:07-07:00,1,0
global.js,86,js,03ef60cc,bdognieto,2026-04-17,19:38:07,-07:00,2026-04-17T19:38:07-07:00,0,0
global.js,87,js,03ef60cc,bdognieto,2026-04-17,19:38:07,-07:00,2026-04-17T19:38:07-07:00,1,22
global.js,88,js,03ef60cc,bdognieto,2026-04-17,19:38:07,-07:00,2026-04-17T19:38:07-07:00,1,18
global.js,89,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,0,1
global.js,90,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,0,0
global.js,91,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,0,36
global.js,92,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,1,3
global.js,93,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,2,39
global.js,94,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,2,32
global.js,95,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,2,17
global.js,96,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,3,66
global.js,97,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,2,0
global.js,98,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,2,33
global.js,99,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,2,10
global.js,100,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,1,15
global.js,101,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,2,59
global.js,102,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,1,0
global.js,103,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,0,0
global.js,104,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,0,0
global.js,105,js,3e9c2e62,bdognieto,2026-05-01,15:00:01,-07:00,2026-05-01T15:00:01-07:00,0,47
global.js,106,js,3e9c2e62,bdognieto,2026-05-01,15:00:01,-07:00,2026-05-01T15:00:01-07:00,1,59
global.js,107,js,3e9c2e62,bdognieto,2026-05-01,15:00:01,-07:00,2026-05-01T15:00:01-07:00,0,0
global.js,108,js,3e9c2e62,bdognieto,2026-05-01,15:00:01,-07:00,2026-05-01T15:00:01-07:00,0,0
global.js,109,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,0,79
global.js,110,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,1,37
global.js,111,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,1,22
global.js,112,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,2,5
global.js,113,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,1,0
global.js,114,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,0,0
global.js,115,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,1,25
global.js,116,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,1,30
global.js,117,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,0,0
global.js,118,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,1,34
global.js,119,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,1,39
global.js,120,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,2,55
global.js,121,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,2,5
global.js,122,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,1,0
global.js,123,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,0,0
global.js,124,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,1,25
global.js,125,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,1,29
global.js,126,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,2,48
global.js,127,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,0,0
global.js,128,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,2,19
global.js,129,js,3e9c2e62,bdognieto,2026-05-01,15:00:01,-07:00,2026-05-01T15:00:01-07:00,2,49
global.js,130,js,3e9c2e62,bdognieto,2026-05-01,15:00:01,-07:00,2026-05-01T15:00:01-07:00,2,49
global.js,131,js,3e9c2e62,bdognieto,2026-05-01,15:00:01,-07:00,2026-05-01T15:00:01-07:00,2,3
global.js,132,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,3,27
global.js,133,js,3e9c2e62,bdognieto,2026-05-01,15:00:01,-07:00,2026-05-01T15:00:01-07:00,3,44
global.js,134,js,3e9c2e62,bdognieto,2026-05-01,15:00:01,-07:00,2026-05-01T15:00:01-07:00,2,4
global.js,135,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,2,0
global.js,136,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,0,0
global.js,137,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,2,36
global.js,138,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,1,0
global.js,139,js,afad9d9b,bdognieto,2026-04-25,18:01:06,-07:00,2026-04-25T18:01:06-07:00,0,0
resume/index.html,1,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,0,13
resume/index.html,2,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,0,14
resume/index.html,3,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,0,4
resume/index.html,4,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,1,20
resume/index.html,5,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,1,66
resume/index.html,6,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,1,19
resume/index.html,7,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,1,41
resume/index.html,8,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,0,5
resume/index.html,9,html,d3d013d9,bdognieto,2026-04-10,21:26:29,-07:00,2026-04-10T21:26:29-07:00,0,19
resume/index.html,10,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,1,20
resume/index.html,11,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,1,18
resume/index.html,12,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,1,1
resume/index.html,13,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,2,52
resume/index.html,14,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,2,88
resume/index.html,15,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,1,2
resume/index.html,16,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,0,0
resume/index.html,17,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,1,7
resume/index.html,18,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,2,16
resume/index.html,19,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,2,7
resume/index.html,20,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,42
resume/index.html,21,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,93
resume/index.html,22,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,26
resume/index.html,23,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,57
resume/index.html,24,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,2,8
resume/index.html,25,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,1,8
resume/index.html,26,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,0,0
resume/index.html,27,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,1,7
resume/index.html,28,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,2,26
resume/index.html,29,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,2,2
resume/index.html,30,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,51
resume/index.html,31,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,44
resume/index.html,32,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,21
resume/index.html,33,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,31
resume/index.html,34,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,29
resume/index.html,35,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,29
resume/index.html,36,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,29
resume/index.html,37,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,25
resume/index.html,38,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,2,3
resume/index.html,39,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,1,8
resume/index.html,40,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,0,0
resume/index.html,41,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,1,7
resume/index.html,42,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,2,23
resume/index.html,43,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,2,7
resume/index.html,44,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,16
resume/index.html,45,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,25
resume/index.html,46,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,0,0
resume/index.html,47,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,29
resume/index.html,48,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,49
resume/index.html,49,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,0,0
resume/index.html,50,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,12
resume/index.html,51,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,33
resume/index.html,52,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,0,0
resume/index.html,53,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,17
resume/index.html,54,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,99
resume/index.html,55,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,2,8
resume/index.html,56,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,1,8
resume/index.html,57,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,0,0
resume/index.html,58,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,1,7
resume/index.html,59,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,2,15
resume/index.html,60,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,0,0
resume/index.html,61,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,2,7
resume/index.html,62,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,67
resume/index.html,63,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,55
resume/index.html,64,html,7dd8f056,bdognieto,2026-04-03,21:41:09,-07:00,2026-04-03T21:41:09-07:00,3,1
